,p,var,lower_bound_p,lower_p_safety_margin_0.05,lower_p_safety_margin_0.1,lower_p_safety_margin_0.2,official_odds,return,lower_bound_return,return_safety_margin_0.05,return_safety_margin_0.1,return_safety_margin_0.2
Leader After Round 10: Errol Gulden,0.000551,5.51E-09,0.000402582,-0.049449,-0.099449,-0.199449,151,-0.916799,-0.939210094,-8.466799,-16.016799,-31.116799
Leader After Round 10: Christian Petracca,0.019515333,1.91E-07,0.018640474,-0.030484667,-0.080484667,-0.180484667,501,8.777182,8.338877316,-16.272818,-41.322818,-91.422818
Leader After Round 10: Connor Rozee,0.000151667,1.52E-09,7.38E-05,-0.049848333,-0.099848333,-0.199848333,501,-0.924015,-0.963034334,-25.974015,-51.024015,-101.124015
Leader After Round 10: Dayne Zorko,0.009142667,9.06E-08,0.008540701,-0.040857333,-0.090857333,-0.190857333,501,3.580476,3.278891006,-21.469524,-46.519524,-96.619524
Leader After Round 10: Hayden Young,0.0003065,3.06E-09,0.000195792,-0.0496935,-0.0996935,-0.1996935,501,-0.8464435,-0.901908165,-25.8964435,-50.9464435,-101.0464435
Leader After Round 10: Jason H-Francis,0.000120833,1.21E-09,5.13E-05,-0.049879167,-0.099879167,-0.199879167,501,-0.9394625,-0.974291007,-25.9894625,-51.0394625,-101.1394625
Leader After Round 10: Jordan Dawson,0.004556,4.54E-08,0.004130078,-0.045444,-0.095444,-0.195444,501,1.282556,1.069168981,-23.767444,-48.817444,-98.917444
Leader After Round 10: Joshua Kelly,0.000249167,2.49E-09,0.000149346,-0.049750833,-0.099750833,-0.199750833,501,-0.8751675,-0.925177699,-25.9251675,-50.9751675,-101.0751675
Leader After Round 10: Lachie Neale,0.001935833,1.93E-08,0.001657834,-0.048064167,-0.098064167,-0.198064167,501,-0.0301475,-0.169424991,-25.0801475,-50.1301475,-100.2301475
Leader After Round 10: Max Holmes,0.000164167,1.64E-09,8.31E-05,-0.049835833,-0.099835833,-0.199835833,501,-0.9177525,-0.958347688,-25.9677525,-51.0177525,-101.1177525
Leader After Round 10: Nicholas Martin,0.00429875,4.28E-08,0.003884974,-0.04570125,-0.09570125,-0.19570125,501,1.15367375,0.946371822,-23.89632625,-48.94632625,-99.04632625
Leader After Round 10: Rowan Marshall,0.0303785,2.95E-07,0.029293039,-0.0196215,-0.0696215,-0.1696215,501,14.2196285,13.67581247,-10.8303715,-35.8803715,-85.9803715
Leader After Round 15: Isaac Heeney,0.109422095,9.74E-07,0.107447771,0.059422095,0.009422095,-0.090577905,1.74,-0.809605554,-0.813040878,-0.896605554,-0.983605554,-1.157605554
Leader After Round 15: Nick Daicos,0.302679,2.11E-06,0.299773389,0.252679,0.202679,0.102679,3.8,0.1501802,0.139138877,-0.0398198,-0.2298198,-0.6098198
Leader After Round 15: Patrick Cripps,0.016371833,1.61E-07,0.015569243,-0.033628167,-0.083628167,-0.183628167,6,-0.901769,-0.906584544,-1.201769,-1.501769,-2.101769
Leader After Round 15: Caleb Serong,0.028972762,2.81E-07,0.027911944,-0.021027238,-0.071027238,-0.171027238,21,-0.391572,-0.413849166,-1.441572,-2.491572,-4.591572
Leader After Round 15: Zachary Merrett,0.039923167,3.83E-07,0.038684953,-0.010076833,-0.060076833,-0.160076833,21,-0.1616135,-0.18761598,-1.2116135,-2.2616135,-4.3616135
Leader After Round 15: Errol Gulden,0.013798667,1.36E-07,0.013060879,-0.036201333,-0.086201333,-0.186201333,34,-0.530845333,-0.555930112,-2.230845333,-3.930845333,-7.330845333
Leader After Round 15: Marcus Bontempelli,0.167671595,1.40E-06,0.165308903,0.117671595,0.067671595,-0.032328405,51,7.551251357,7.430754068,5.001251357,2.451251357,-2.648748643
Leader After Round 15: Chad Warner,0.0046065,4.59E-08,0.004178235,-0.0453935,-0.0953935,-0.1953935,71,-0.6729385,-0.70334534,-4.2229385,-7.7729385,-14.8729385
Leader After Round 15: Lachie Neale,0.011079,1.10E-07,0.010416995,-0.038921,-0.088921,-0.188921,101,0.118979,0.052116525,-4.931021,-9.981021,-20.081021
Leader After Round 15: Adam Treloar,0.024592333,2.40E-07,0.023612792,-0.025407667,-0.075407667,-0.175407667,151,2.713442333,2.565531531,-4.836557667,-12.38655767,-27.48655767
Leader After Round 15: Max Gawn,0.169820262,1.41E-06,0.167445551,0.119820262,0.069820262,-0.030179738,151,24.64285955,24.28427815,17.09285955,9.542859548,-5.557140452
Leader After Round 15: Noah Anderson,0.003620595,3.61E-08,0.003240728,-0.046379405,-0.096379405,-0.196379405,151,-0.453290119,-0.51065014,-8.003290119,-15.55329012,-30.65329012
Leader After Round 15: Tom Green,0.006391929,6.35E-08,0.005887902,-0.043608071,-0.093608071,-0.193608071,151,-0.034818786,-0.110926811,-7.584818786,-15.13481879,-30.23481879
Leader After Round 15: Matt Rowell,0.017360262,1.71E-07,0.016534214,-0.032639738,-0.082639738,-0.182639738,251,3.357425738,3.150087686,-9.192574262,-21.74257426,-46.84257426
Leader After Round 15: Andrew Brayshaw,6.17E-05,6.17E-10,1.20E-05,-0.049938333,-0.099938333,-0.199938333,501,-0.969105,-0.993986672,-26.019105,-51.069105,-101.169105
Leader After Round 15: Dayne Zorko,0.002774,2.77E-08,0.002441356,-0.047226,-0.097226,-0.197226,501,0.389774,0.223119231,-24.660226,-49.710226,-99.810226
Leader After Round 15: Hayden Young,0.000236167,2.36E-09,0.000138984,-0.049763833,-0.099763833,-0.199763833,501,-0.8816805,-0.930368926,-25.9316805,-50.9816805,-101.0816805
Leader After Round 15: Jason H-Francis,8.33E-06,8.33E-11,-9.92E-06,-0.049991667,-0.099991667,-0.199991667,501,-0.995825,-1.004971929,-26.045825,-51.095825,-101.195825
Leader After Round 15: Jordan Dawson,0.0053795,5.35E-08,0.004916874,-0.0446205,-0.0946205,-0.1946205,501,1.6951295,1.463354078,-23.3548705,-48.4048705,-98.5048705
Leader After Round 15: Max Holmes,0.000475833,4.76E-09,0.000337905,-0.049524167,-0.099524167,-0.199524167,501,-0.7616075,-0.830709689,-25.8116075,-50.8616075,-100.9616075
Leader After Round 15: Sam Walsh,0.001976833,1.97E-08,0.001695912,-0.048023167,-0.098023167,-0.198023167,501,-0.0096065,-0.150348287,-25.0596065,-50.1096065,-100.2096065
Leader After Round 15: Zak Butters,0.033677667,3.25E-07,0.032536729,-0.016322333,-0.066322333,-0.166322333,501,15.872511,15.30090112,-9.177489,-34.227489,-84.327489
Most Votes Last 8 Rounds: Lachie Neale,0.180755702,1.48E-06,0.178321915,0.130755702,0.080755702,-0.019244298,1.5,-0.728866446,-0.732517128,-0.803866446,-0.878866446,-1.028866446
Most Votes Last 8 Rounds: Patrick Cripps,0.071717167,6.66E-07,0.070085311,0.021717167,-0.028282833,-0.128282833,6.75,-0.515909125,-0.52692415,-0.853409125,-1.190909125,-1.865909125
Most Votes Last 8 Rounds: Nick Daicos,0.01670719,1.64E-07,0.01589656,-0.03329281,-0.08329281,-0.18329281,13,-0.782806524,-0.793344725,-1.432806524,-2.082806524,-3.382806524
Most Votes Last 8 Rounds: Tom Green,0.013816702,1.36E-07,0.01307844,-0.036183298,-0.086183298,-0.186183298,15,-0.792749464,-0.803823407,-1.542749464,-2.292749464,-3.792749464
Most Votes Last 8 Rounds: Andrew Brayshaw,0.136919762,1.18E-06,0.134745616,0.086919762,0.036919762,-0.063080238,17,1.327635952,1.290675475,0.477635952,-0.372364048,-2.072364048
Most Votes Last 8 Rounds: Jason H-Francis,0.001164667,1.16E-08,0.000948953,-0.048835333,-0.098835333,-0.198835333,21,-0.975542,-0.980071988,-2.025542,-3.075542,-5.175542
Most Votes Last 8 Rounds: Jesse Hogan,0.063483524,5.95E-07,0.061941404,0.013483524,-0.036516476,-0.136516476,26,0.650571619,0.610476494,-0.649428381,-1.949428381,-4.549428381
Most Votes Last 8 Rounds: Jai Newcombe,0.00388219,3.87E-08,0.003488891,-0.04611781,-0.09611781,-0.19611781,34,-0.868005524,-0.881377718,-2.568005524,-4.268005524,-7.668005524
Most Votes Last 8 Rounds: Zak Butters,0.066550512,6.21E-07,0.064974168,0.016550512,-0.033449488,-0.133449488,41,1.728570988,1.663940868,-0.321429012,-2.371429012,-6.471429012
Most Votes Last 8 Rounds: Caleb Serong,0.011983107,1.18E-07,0.011294935,-0.038016893,-0.088016893,-0.188016893,101,0.210293821,0.140788465,-4.839706179,-9.889706179,-19.98970618
Most Votes Last 8 Rounds: Harry Sheezel,0.009105595,9.02E-08,0.00850484,-0.040894405,-0.090894405,-0.190894405,101,-0.080334881,-0.1410112,-5.130334881,-10.18033488,-20.28033488
Most Votes Last 8 Rounds: Rowan Marshall,0.120522964,1.06E-06,0.118463866,0.070522964,0.020522964,-0.079477036,101,11.17281939,10.96485043,6.122819393,1.072819393,-9.027180607
Most Votes Last 8 Rounds: Oliver Wines,0.01608769,1.58E-07,0.01529198,-0.03391231,-0.08391231,-0.18391231,151,1.429241262,1.309088989,-6.120758738,-13.67075874,-28.77075874
Most Votes Last 8 Rounds: Adam Treloar,0.034423762,3.32E-07,0.0332707,-0.015576238,-0.065576238,-0.165576238,201,5.919176143,5.687410795,-4.130823857,-14.18082386,-34.28082386
Most Votes Last 8 Rounds: Marcus Bontempelli,0.026725357,2.60E-07,0.025705335,-0.023274643,-0.073274643,-0.173274643,201,4.371796786,4.166772401,-5.678203214,-15.72820321,-35.82820321
Most Votes Last 8 Rounds: Chad Warner,0.000425167,4.25E-09,0.000294785,-0.049574833,-0.099574833,-0.199574833,301,-0.872024833,-0.911269781,-15.92202483,-30.97202483,-61.07202483
Most Votes Last 8 Rounds: Hugh McCluggage,0.002967619,2.96E-08,0.002623595,-0.047032381,-0.097032381,-0.197032381,301,-0.106746667,-0.210297881,-15.15674667,-30.20674667,-60.30674667
Most Votes Last 8 Rounds: Lachie Whitfield,0.06581925,6.15E-07,0.064250976,0.01581925,-0.03418075,-0.13418075,401,25.39351925,24.76464141,5.34351925,-14.70648075,-54.80648075
Most Votes Last 8 Rounds: Connor Rozee,0.002491833,2.49E-08,0.002176516,-0.047508167,-0.097508167,-0.197508167,501,0.2484085,0.090434561,-24.8015915,-49.8515915,-99.9515915
Most Votes Last 8 Rounds: Errol Gulden,0.001263667,1.26E-08,0.001038983,-0.048736333,-0.098736333,-0.198736333,501,-0.366903,-0.479469564,-25.416903,-50.466903,-100.566903
Most Votes Last 8 Rounds: Hayden Young,0.001821667,1.82E-08,0.001551974,-0.048178333,-0.098178333,-0.198178333,501,-0.087345,-0.222460834,-25.137345,-50.187345,-100.287345
Most Votes Last 8 Rounds: Jack Steele,0.012718595,1.26E-07,0.012009883,-0.037281405,-0.087281405,-0.187281405,501,5.372016214,5.016951289,-19.67798379,-44.72798379,-94.82798379
Most Votes Last 8 Rounds: Jeremy Cameron,0.000676774,6.76E-09,0.000512297,-0.049323226,-0.099323226,-0.199323226,501,-0.660936321,-0.743339219,-25.71093632,-50.76093632,-100.8609363
Most Votes Last 8 Rounds: Matt Rowell,0.000174667,1.75E-09,9.11E-05,-0.049825333,-0.099825333,-0.199825333,501,-0.912492,-0.95436507,-25.962492,-51.012492,-101.112492
Most Votes Last 8 Rounds: Noah Anderson,0.000793262,7.93E-09,0.000615202,-0.049206738,-0.099206738,-0.199206738,501,-0.602575786,-0.691783764,-25.65257579,-50.70257579,-100.8025758
Most Votes Last 8 Rounds: Thomas Stewart,0.007948512,7.89E-08,0.007386895,-0.042051488,-0.092051488,-0.192051488,501,2.982204464,2.700834495,-22.06779554,-47.11779554,-97.21779554
Most Votes Last 8 Rounds: Zachary Merrett,0.009123095,9.04E-08,0.008521768,-0.040876905,-0.090876905,-0.190876905,501,3.570670714,3.269405715,-21.47932929,-46.52932929,-96.62932929
Brownlow Group - Group A: Noah Anderson,0.217153333,1.70E-06,0.21454567,0.167153333,0.117153333,0.017153333,3.5,-0.239963333,-0.249090157,-0.414963333,-0.589963333,-0.939963333
Brownlow Group - Group A: Adam Treloar,0.3800915,2.36E-06,0.377021504,0.3300915,0.2800915,0.1800915,6,1.280549,1.262129021,0.980549,0.680549,0.080549
Brownlow Group - Group A: Chad Warner,0.054566,5.16E-07,0.053129497,0.004566,-0.045434,-0.145434,6,-0.672604,-0.68122302,-0.972604,-1.272604,-1.872604
Brownlow Group - Group A: Jason H-Francis,0.004899333,4.88E-08,0.00445773,-0.045100667,-0.095100667,-0.195100667,7,-0.965704667,-0.968795888,-1.315704667,-1.665704667,-2.365704667
Brownlow Group - Group A: Andrew Brayshaw,0.1175245,1.04E-06,0.115487713,0.0675245,0.0175245,-0.0824755,9,0.0577205,0.039389421,-0.3922795,-0.8422795,-1.7422795
Brownlow Group - Group A: Jai Newcombe,0.018189,1.79E-07,0.017343822,-0.031811,-0.081811,-0.181811,9,-0.836299,-0.843905605,-1.286299,-1.736299,-2.636299
Brownlow Group - Group A: Matt Rowell,0.133878167,1.16E-06,0.13172452,0.083878167,0.033878167,-0.066121833,9,0.2049035,0.185520684,-0.2450965,-0.6950965,-1.5950965
Brownlow Group - Group A: Jordan Dawson,0.073698167,6.83E-07,0.072045693,0.023698167,-0.026301833,-0.126301833,10,-0.263018333,-0.279543072,-0.763018333,-1.263018333,-2.263018333
Brownlow Group - Group B: Rowan Marshall,0.435999667,2.46E-06,0.432863402,0.385999667,0.335999667,0.235999667,3.75,0.63499875,0.623237756,0.44749875,0.25999875,-0.11500125
Brownlow Group - Group B: Hugh McCluggage,0.016028667,1.58E-07,0.015234393,-0.033971333,-0.083971333,-0.183971333,4,-0.935885333,-0.939062426,-1.135885333,-1.335885333,-1.735885333
Brownlow Group - Group B: Sam Walsh,0.041846,4.01E-07,0.040579589,-0.008154,-0.058154,-0.158154,4.5,-0.811693,-0.817391849,-1.036693,-1.261693,-1.711693
Brownlow Group - Group B: Oliver Wines,0.021479333,2.10E-07,0.020562426,-0.028520667,-0.078520667,-0.178520667,7,-0.849644667,-0.856063017,-1.199644667,-1.549644667,-2.249644667
Brownlow Group - Group B: Max Gawn,0.426051,2.45E-06,0.422923499,0.376051,0.326051,0.226051,10,3.26051,3.229234991,2.76051,2.26051,1.26051
Brownlow Group - Group B: Connor Rozee,0.009229833,9.14E-08,0.008625031,-0.040770167,-0.090770167,-0.190770167,12,-0.889242,-0.896499627,-1.489242,-2.089242,-3.289242
Brownlow Group - Group B: Hayden Young,0.015805333,1.56E-07,0.015016523,-0.034194667,-0.084194667,-0.184194667,13,-0.794530667,-0.804785195,-1.444530667,-2.094530667,-3.394530667
Brownlow Group - Group B: Jesse Hogan,0.033560167,3.24E-07,0.032421152,-0.016439833,-0.066439833,-0.166439833,13,-0.563717833,-0.578525029,-1.213717833,-1.863717833,-3.163717833
Brownlow Group - Group C: Harry Sheezel,0.3033275,2.11E-06,0.300420131,0.2533275,0.2033275,0.1033275,5,0.5166375,0.502100653,0.2666375,0.0166375,-0.4833625
Brownlow Group - Group C: Luke D-Uniacke,0.064840333,6.06E-07,0.06328295,0.014840333,-0.035159667,-0.135159667,5,-0.675798333,-0.68358525,-0.925798333,-1.175798333,-1.675798333
Brownlow Group - Group C: Lachie Whitfield,0.22593,1.75E-06,0.223285113,0.17593,0.12593,0.02593,5.5,0.242615,0.228068123,-0.032385,-0.307385,-0.857385
Brownlow Group - Group C: Max Holmes,0.006729833,6.68E-08,0.006212744,-0.043270167,-0.093270167,-0.193270167,6,-0.959621,-0.962723538,-1.259621,-1.559621,-2.159621
Brownlow Group - Group C: Sam Flanders,0.166219,1.39E-06,0.163864513,0.116219,0.066219,-0.033781,6,-0.002686,-0.016812923,-0.302686,-0.602686,-1.202686
Brownlow Group - Group C: Jack Sinclair,0.10922,9.73E-07,0.107247276,0.05922,0.00922,-0.09078,9,-0.01702,-0.034774515,-0.46702,-0.91702,-1.81702
Brownlow Group - Group C: Dayne Zorko,0.083286167,7.63E-07,0.081538602,0.033286167,-0.016713833,-0.116713833,10,-0.167138333,-0.184613983,-0.667138333,-1.167138333,-2.167138333
Brownlow Group - Group C: Dylan Moore,0.040447167,3.88E-07,0.039201194,-0.009552833,-0.059552833,-0.159552833,10,-0.595528333,-0.607988059,-1.095528333,-1.595528333,-2.595528333
Brownlow Group - Group D: Nicholas Martin,0.255151333,1.90E-06,0.252394167,0.205151333,0.155151333,0.055151333,3,-0.234546,-0.242817498,-0.384546,-0.534546,-0.834546
Brownlow Group - Group D: Jack Steele,0.496632667,2.50E-06,0.493470461,0.446632667,0.396632667,0.296632667,5.5,1.731479667,1.714087534,1.456479667,1.181479667,0.631479667
Brownlow Group - Group D: Christian Petracca,0.051897333,4.92E-07,0.050494422,0.001897333,-0.048102667,-0.148102667,6.5,-0.662667333,-0.671786257,-0.987667333,-1.312667333,-1.962667333
Brownlow Group - Group D: Thomas Stewart,0.105642833,9.45E-07,0.103698792,0.055642833,0.005642833,-0.094357167,6.5,-0.313321583,-0.325957852,-0.638321583,-0.963321583,-1.613321583
Brownlow Group - Group D: James Worpel,0.014968167,1.47E-07,0.014200205,-0.035031833,-0.085031833,-0.185031833,8.5,-0.872770583,-0.879298256,-1.297770583,-1.722770583,-2.572770583
Brownlow Group - Group D: Elliot Yeo,0.032161833,3.11E-07,0.031045994,-0.017838167,-0.067838167,-0.167838167,10,-0.678381667,-0.689540063,-1.178381667,-1.678381667,-2.678381667
Brownlow Group - Group D: Ed Richards,0.023052833,2.25E-07,0.022103699,-0.026947167,-0.076947167,-0.176947167,12,-0.723366,-0.734755612,-1.323366,-1.923366,-3.123366
Brownlow Group - Group D: Izak Rankine,0.020493,2.01E-07,0.019596941,-0.029507,-0.079507,-0.179507,12,-0.754084,-0.764836706,-1.354084,-1.954084,-3.154084
Most 3 Vote Games: Nick Daicos,0.220418628,1.72E-06,0.217796917,0.170418628,0.120418628,0.020418628,2.25,-0.504058087,-0.509956937,-0.616558087,-0.729058087,-0.954058087
Most 3 Vote Games: Patrick Cripps,0.081670969,7.50E-07,0.079938909,0.031670969,-0.018329031,-0.118329031,4.7,-0.616146446,-0.624287129,-0.851146446,-1.086146446,-1.556146446
Most 3 Vote Games: Lachie Neale,0.100457505,9.04E-07,0.098556286,0.050457505,0.000457505,-0.099542495,5.25,-0.4725981,-0.482579497,-0.7350981,-0.9975981,-1.5225981
Most 3 Vote Games: Marcus Bontempelli,0.137606699,1.19E-06,0.135427974,0.087606699,0.037606699,-0.062393301,10.5,0.444870341,0.421993726,-0.080129659,-0.605129659,-1.655129659
Most 3 Vote Games: Isaac Heeney,0.031681544,3.07E-07,0.030573793,-0.018318456,-0.068318456,-0.168318456,15,-0.52477684,-0.541393109,-1.27477684,-2.02477684,-3.52477684
Most 3 Vote Games: Caleb Serong,0.034837398,3.36E-07,0.033677678,-0.015162602,-0.065162602,-0.165162602,21,-0.268414652,-0.292768768,-1.318414652,-2.368414652,-4.468414652
Most 3 Vote Games: Noah Anderson,0.031955865,3.09E-07,0.030843486,-0.018044135,-0.068044135,-0.168044135,34,0.086499425,0.048678532,-1.613500575,-3.313500575,-6.713500575
Most 3 Vote Games: Adam Treloar,0.040629841,3.90E-07,0.039381177,-0.009370159,-0.059370159,-0.159370159,41,0.665823492,0.61462826,-1.384176508,-3.434176508,-7.534176508
Most 3 Vote Games: Chad Warner,0.005798556,5.76E-08,0.00531835,-0.044201444,-0.094201444,-0.194201444,41,-0.762259222,-0.781947646,-2.812259222,-4.862259222,-8.962259222
Most 3 Vote Games: Errol Gulden,0.010329544,1.02E-07,0.00969008,-0.039670456,-0.089670456,-0.189670456,51,-0.473193274,-0.50580592,-3.023193274,-5.573193274,-10.67319327
Most 3 Vote Games: Jason H-Francis,0.000376917,3.77E-09,0.000254153,-0.049623083,-0.099623083,-0.199623083,81,-0.969469721,-0.979413604,-5.019469721,-9.069469721,-17.16946972
Most 3 Vote Games: Tom Green,0.021113,2.07E-07,0.020203775,-0.028887,-0.078887,-0.178887,91,0.921283,0.838543548,-3.628717,-8.178717,-17.278717
Most 3 Vote Games: Zachary Merrett,0.025179465,2.45E-07,0.024188598,-0.024820535,-0.074820535,-0.174820535,91,1.291331316,1.201162374,-3.258668684,-7.808668684,-16.90866868
Most 3 Vote Games: Jai Newcombe,0.001505144,1.50E-08,0.00125996,-0.048494856,-0.098494856,-0.198494856,101,-0.847980499,-0.872744068,-5.897980499,-10.9479805,-21.0479805
Most 3 Vote Games: Matt Rowell,0.01270437,1.25E-07,0.011996049,-0.03729563,-0.08729563,-0.18729563,151,0.918359835,0.811403352,-6.631640165,-14.18164016,-29.28164016
Most 3 Vote Games: Zak Butters,0.056485422,5.33E-07,0.055025356,0.006485422,-0.043514578,-0.143514578,251,13.17784085,12.81136428,0.627840851,-11.92215915,-37.02215915
Most 3 Vote Games: Andrew Brayshaw,0.011892679,1.18E-07,0.011207077,-0.038107321,-0.088107321,-0.188107321,351,3.174330179,2.933683977,-14.37566982,-31.92566982,-67.02566982
Most 3 Vote Games: Connor Rozee,0.000873603,8.73E-09,0.000686751,-0.049126397,-0.099126397,-0.199126397,501,-0.56232481,-0.655937567,-25.61232481,-50.66232481,-100.7623248
Most 3 Vote Games: Hayden Young,0.001306996,1.31E-08,0.001078498,-0.048693004,-0.098693004,-0.198693004,501,-0.345194988,-0.459672679,-25.39519499,-50.44519499,-100.545195
Most 3 Vote Games: Hugh McCluggage,0.001273734,1.27E-08,0.001048159,-0.048726266,-0.098726266,-0.198726266,501,-0.361859022,-0.474872544,-25.41185902,-50.46185902,-100.561859
Most 3 Vote Games: Jack Steele,0.009091953,9.01E-08,0.008491643,-0.040908047,-0.090908047,-0.190908047,501,3.555068324,3.254313235,-21.49493168,-46.54493168,-96.64493168
Most 3 Vote Games: Jeremy Cameron,0.003297564,3.29E-08,0.002934979,-0.046702436,-0.096702436,-0.196702436,501,0.65207949,0.470424602,-24.39792051,-49.44792051,-99.54792051
Most 3 Vote Games: Jordan Dawson,0.007111032,7.06E-08,0.006579601,-0.042888968,-0.092888968,-0.192888968,501,2.562627085,2.296380293,-22.48737291,-47.53737291,-97.63737291
Most 3 Vote Games: Joshua Kelly,6.67E-06,6.67E-11,-9.66E-06,-0.049993333,-0.099993333,-0.199993333,501,-0.99666,-1.004841268,-26.04666,-51.09666,-101.19666
Most 3 Vote Games: Lachie Whitfield,0.012728199,1.26E-07,0.012019222,-0.037271801,-0.087271801,-0.187271801,501,5.376827585,5.021630362,-19.67317241,-44.72317241,-94.82317241
Most 3 Vote Games: Max Gawn,0.049787604,4.73E-07,0.048411976,-0.000212396,-0.050212396,-0.150212396,501,23.94358973,23.25440019,-1.106410267,-26.15641027,-76.25641027
Most 3 Vote Games: Oliver Wines,0.001613893,1.61E-08,0.00136002,-0.048386107,-0.098386107,-0.198386107,501,-0.191439679,-0.318630079,-25.24143968,-50.29143968,-100.3914397
Most 3 Vote Games: Rowan Marshall,0.04257964,4.08E-07,0.041302665,-0.00742036,-0.05742036,-0.15742036,501,20.33239944,19.69263509,-4.717600555,-29.76760056,-79.86760056
Most 3 Vote Games: Sam Walsh,0.003885571,3.87E-08,0.003492101,-0.046114429,-0.096114429,-0.196114429,501,0.946671286,0.749542619,-24.10332871,-49.15332871,-99.25332871
Player to Poll in the Most Games: Patrick Cripps,0.073006365,6.77E-07,0.071361051,0.023006365,-0.026993635,-0.126993635,2.5,-0.817484087,-0.821597372,-0.942484087,-1.067484087,-1.317484087
Player to Poll in the Most Games: Nick Daicos,0.262283032,1.93E-06,0.259501013,0.212283032,0.162283032,0.062283032,4,0.049132127,0.038004054,-0.150867873,-0.350867873,-0.750867873
Player to Poll in the Most Games: Isaac Heeney,0.026185774,2.55E-07,0.025175822,-0.023814226,-0.073814226,-0.173814226,11,-0.711956488,-0.723065961,-1.261956488,-1.811956488,-2.911956488
Player to Poll in the Most Games: Caleb Serong,0.034256901,3.31E-07,0.033106538,-0.015743099,-0.065743099,-0.165743099,13,-0.55466029,-0.569615006,-1.20466029,-1.85466029,-3.15466029
Player to Poll in the Most Games: Marcus Bontempelli,0.250668845,1.88E-06,0.247927795,0.200668845,0.150668845,0.050668845,13,2.258694988,2.223061329,1.608694988,0.958694988,-0.341305012
Player to Poll in the Most Games: Zachary Merrett,0.032172052,3.11E-07,0.031056041,-0.017827948,-0.067827948,-0.167827948,13,-0.581763329,-0.596271472,-1.231763329,-1.881763329,-3.181763329
Player to Poll in the Most Games: Lachie Neale,0.058673579,5.52E-07,0.057187228,0.008673579,-0.041326421,-0.141326421,15,-0.11989631,-0.142191576,-0.86989631,-1.61989631,-3.11989631
Player to Poll in the Most Games: Errol Gulden,0.003114397,3.10E-08,0.002761994,-0.046885603,-0.096885603,-0.196885603,18,-0.943940857,-0.950284112,-1.843940857,-2.743940857,-4.543940857
Player to Poll in the Most Games: Tom Green,0.012656056,1.25E-07,0.011949065,-0.037343944,-0.087343944,-0.187343944,21,-0.734222833,-0.749069628,-1.784222833,-2.834222833,-4.934222833
Player to Poll in the Most Games: Adam Treloar,0.032935401,3.19E-07,0.031806673,-0.017064599,-0.067064599,-0.167064599,29,-0.044873377,-0.077606483,-1.494873377,-2.944873377,-5.844873377
Player to Poll in the Most Games: Zak Butters,0.086729583,7.92E-07,0.084949611,0.036729583,-0.013270417,-0.113270417,34,1.948805833,1.888286764,0.248805833,-1.451194167,-4.851194167
Player to Poll in the Most Games: Chad Warner,0.000646968,6.47E-09,0.000486152,-0.049353032,-0.099353032,-0.199353032,51,-0.967004619,-0.975206267,-3.517004619,-6.067004619,-11.16700462
Player to Poll in the Most Games: Jason H-Francis,1.67E-06,1.67E-11,-6.50E-06,-0.049998333,-0.099998333,-0.199998333,67,-0.999888333,-1.000435386,-4.349888333,-7.699888333,-14.39988833
Player to Poll in the Most Games: Matt Rowell,0.002040381,2.04E-08,0.001754989,-0.047959619,-0.097959619,-0.197959619,151,-0.691902476,-0.734996699,-8.241902476,-15.79190248,-30.89190248
Player to Poll in the Most Games: Jai Newcombe,6.65E-05,6.65E-10,1.49E-05,-0.049933516,-0.099933516,-0.199933516,176,-0.988298794,-0.997374642,-9.788298794,-18.58829879,-36.18829879
Player to Poll in the Most Games: Noah Anderson,0.001425964,1.42E-08,0.001187307,-0.048574036,-0.098574036,-0.198574036,351,-0.499486536,-0.583255196,-18.04948654,-35.59948654,-70.69948654
Player to Poll in the Most Games: Andrew Brayshaw,0.002044028,2.04E-08,0.001758381,-0.047955972,-0.097955972,-0.197955972,501,0.024057917,-0.119051038,-25.02594208,-50.07594208,-100.1759421
Player to Poll in the Most Games: Lachie Whitfield,0.007805798,7.74E-08,0.007249206,-0.042194202,-0.092194202,-0.192194202,501,2.910704607,2.631852001,-22.13929539,-47.18929539,-97.28929539
Player to Poll in the Most Games: Rowan Marshall,0.052036726,4.93E-07,0.050632035,0.002036726,-0.047963274,-0.147963274,501,25.07039982,24.36664974,0.020399821,-25.02960018,-75.12960018
Will there be a tie in 2024?: No there won't be a tie,0.85522,1.24E-06,0.852994523,0.80522,0.75522,0.65522,1.15,-0.016497,-0.019056299,-0.073997,-0.131497,-0.246497
Will there be a tie in 2024?: Yes there will be a tie,0.14478,1.24E-06,0.142554523,0.09478,0.04478,-0.05522,4.5,-0.34849,-0.358504649,-0.57349,-0.79849,-1.24849
Winning Margin: 1 to 2 votes,0.41719,2.43E-06,0.414071395,0.36719,0.31719,0.21719,1.86,-0.2240266,-0.229827206,-0.3170266,-0.4100266,-0.5960266
Winning Margin: 3 to 4 votes,0.22841,1.76E-06,0.2257549,0.17841,0.12841,0.02841,4.6,0.050686,0.038472541,-0.179314,-0.409314,-0.869314
Winning Margin: 5 to 6 votes,0.11671,1.03E-06,0.114679347,0.06671,0.01671,-0.08329,9.5,0.108745,0.089453798,-0.366255,-0.841255,-1.791255
Winning Margin: 7 to 10 votes,0.07946,7.31E-07,0.07774949,0.02946,-0.02054,-0.12054,18,0.43028,0.399490821,-0.46972,-1.36972,-3.16972
